province,sex,age_group,education,religion,household_size,marital,feeling_lifes,weight,weight_bs
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,5,Married,Very satisfied,3139,3076
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Somewhat important,6,Living with a partner,Very satisfied,2886,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,1,Never Married,Not at all satisfied,1326,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,1,Never Married,Not very satisfied,313,346
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,1,Never Married,Very satisfied,1782,1970
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,2,Living with a partner,Very satisfied,1271,2784
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,2,Married,Fairly satisfied,1798,1866
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,2,Separated,Fairly satisfied,1288,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,2,Widowed,Very satisfied,1009,1080
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,3,Married,Very satisfied,2141,0
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,3,Never Married,Very satisfied,2839,5363
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,3,Separated,Fairly satisfied,1969,2094
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,4,Married,Fairly satisfied,5732,6779
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,4,Married,Very satisfied,5778,3503
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,5,Married,Fairly satisfied,3440,3543
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,5,Married,Very satisfied,15569,16808
Ontario,2,"(38,43]",University certificate or diploma below the bachelor's level,Very important,6,Never Married,Fairly satisfied,7799,7026
Ontario,2,"(38,43]","University certificate, diploma or degree above",Don't know/ Prefer not to answer,1,Never Married,Fairly satisfied,797,835
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not important at all,1,Divorced,Very satisfied,1326,2940
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not important at all,1,Never Married,Fairly satisfied,889,1013
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not important at all,1,Never Married,Very satisfied,904,0
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not important at all,3,Married,Very satisfied,2968,4518
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not important at all,4,Married,Very satisfied,2474,2537
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,1,Never Married,Very satisfied,393,413
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,3,Divorced,Fairly satisfied,442,866
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,3,Married,Not very satisfied,1524,0
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,3,Never Married,Very satisfied,2719,3012
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,4,Living with a partner,Not very satisfied,4117,7788
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,4,Married,Fairly satisfied,909,976
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,4,Married,Very satisfied,7192,12460
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,5,Married,Fairly satisfied,1880,3561
Ontario,2,"(38,43]","University certificate, diploma or degree above",Not very important,5,Married,Very satisfied,1075,2172
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,1,Never Married,Fairly satisfied,837,0
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,1,Never Married,Not very satisfied,837,903
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,2,Living with a partner,Very satisfied,2522,2671
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,2,Never Married,Fairly satisfied,2212,4152
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,3,Married,Very satisfied,1747,0
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,4,Married,Fairly satisfied,1115,1232
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,4,Married,Not very satisfied,2785,2955
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,4,Married,Very satisfied,3508,5743
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,4,Separated,Very satisfied,1030,1039
Ontario,2,"(38,43]","University certificate, diploma or degree above",Somewhat important,5,Married,Very satisfied,5244,5943
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,1,Divorced,Very satisfied,961,941
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,1,Never Married,Fairly satisfied,849,0
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,1,Never Married,Not very satisfied,1047,2277
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,3,Married,Fairly satisfied,1471,1518
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,3,Married,Not very satisfied,2907,3140
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,3,Married,Very satisfied,5745,5045
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,3,Separated,Fairly satisfied,434,0
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,4,Married,Fairly satisfied,1584,1630
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,4,Married,Very satisfied,6778,9047
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,5,Married,Fairly satisfied,1078,0
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,5,Married,Very satisfied,3863,3651
Ontario,2,"(38,43]","University certificate, diploma or degree above",Very important,6,Living with a partner,Very satisfied,4844,5609
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,1,Never Married,Very satisfied,2694,415
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,2,Married,Very satisfied,823,0
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,2,Never Married,Very satisfied,972,1050
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,3,Divorced,Fairly satisfied,1869,3352
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,4,Married,Fairly satisfied,1019,0
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,4,Married,Very satisfied,10673,3312
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,5,Married,Fairly satisfied,992,837
Ontario,2,"(43,48]",Bachelor's degree,Not important at all,5,Married,Very satisfied,3355,0
Ontario,2,"(43,48]",Bachelor's degree,Not very important,1,Never Married,Very satisfied,1137,0
Ontario,2,"(43,48]",Bachelor's degree,Not very important,2,Married,Very satisfied,2851,3675
Ontario,2,"(43,48]",Bachelor's degree,Not very important,2,Never Married,Very satisfied,1765,6285
Ontario,2,"(43,48]",Bachelor's degree,Not very important,3,Married,Very satisfied,1244,2175
Ontario,2,"(43,48]",Bachelor's degree,Not very important,4,Living with a partner,Very satisfied,5282,1758
Ontario,2,"(43,48]",Bachelor's degree,Not very important,4,Married,Very satisfied,1980,0
Ontario,2,"(43,48]",Bachelor's degree,Not very important,5,Married,Fairly satisfied,3230,5745
Ontario,2,"(43,48]",Bachelor's degree,Not very important,5,Married,Not very satisfied,2477,3068
Ontario,2,"(43,48]",Bachelor's degree,Not very important,5,Married,Very satisfied,6793,7410
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,1,Divorced,Fairly satisfied,694,580
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,1,Never Married,Not very satisfied,562,443
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,1,Never Married,Very satisfied,541,0
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,2,Living with a partner,Fairly satisfied,912,790
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,2,Living with a partner,Very satisfied,1040,2278
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,2,Married,Don 't know/ Prefer not to answer,907,0
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,2,Married,Fairly satisfied,1230,0
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,2,Married,Very satisfied,1040,1139
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,2,Never Married,Not at all satisfied,1792,3221
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,3,Divorced,Very satisfied,598,0
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,3,Married,Fairly satisfied,1369,2292
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,3,Married,Very satisfied,1369,0
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,3,Separated,Very satisfied,5238,6762
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,4,Living with a partner,Very satisfied,2878,3041
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,4,Married,Fairly satisfied,2509,0
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,4,Married,Very satisfied,26663,24216
Ontario,2,"(43,48]",Bachelor's degree,Somewhat important,5,Married,Fairly satisfied,4624,5318
Ontario,2,"(43,48]",Bachelor's degree,Very important,1,Never Married,Fairly satisfied,1751,0
Ontario,2,"(43,48]",Bachelor's degree,Very important,1,Never Married,Very satisfied,2425,855
Ontario,2,"(43,48]",Bachelor's degree,Very important,2,Living with a partner,Very satisfied,1716,1409
Ontario,2,"(43,48]",Bachelor's degree,Very important,2,Married,Very satisfied,2074,1848
Ontario,2,"(43,48]",Bachelor's degree,Very important,3,Married,Fairly satisfied,2719,7076
Ontario,2,"(43,48]",Bachelor's degree,Very important,3,Married,Very satisfied,4596,2100
Ontario,2,"(43,48]",Bachelor's degree,Very important,3,Separated,Very satisfied,952,0
Ontario,2,"(43,48]",Bachelor's degree,Very important,4,Married,Very satisfied,6886,2179
Ontario,2,"(43,48]",Bachelor's degree,Very important,4,Separated,Fairly satisfied,689,590
Ontario,2,"(43,48]",Bachelor's degree,Very important,5,Married,Not very satisfied,4841,0
Ontario,2,"(43,48]",Bachelor's degree,Very important,5,Married,Very satisfied,12933,16851
Ontario,2,"(43,48]",Bachelor's degree,Very important,6,Never Married,Fairly satisfied,4549,3906
Ontario,2,"(43,48]",High school diploma or certificate,Not important at all,2,Divorced,Very satisfied,2048,0
Ontario,2,"(43,48]",High school diploma or certificate,Not important at all,3,Married,Very satisfied,1377,1179
Ontario,2,"(43,48]",High school diploma or certificate,Not important at all,4,Living with a partner,Very satisfied,1472,2466
Ontario,2,"(43,48]",High school diploma or certificate,Not important at all,4,Married,Fairly satisfied,1261,0
Ontario,2,"(43,48]",High school diploma or certificate,Not very important,4,Never Married,Not very satisfied,3576,7379
Ontario,2,"(43,48]",High school diploma or certificate,Somewhat important,1,Never Married,Fairly satisfied,703,0
Ontario,2,"(43,48]",High school diploma or certificate,Somewhat important,2,Living with a partner,Very satisfied,2964,0
Ontario,2,"(43,48]",High school diploma or certificate,Somewhat important,3,Married,Fairly satisfied,2761,6235
Ontario,2,"(43,48]",High school diploma or certificate,Somewhat important,4,Married,Very satisfied,12655,12140
Ontario,2,"(43,48]",High school diploma or certificate,Somewhat important,4,Separated,Not very satisfied,3880,4055
Ontario,2,"(43,48]",High school diploma or certificate,Somewhat important,5,Married,Very satisfied,3036,0
Ontario,2,"(43,48]",High school diploma or certificate,Somewhat important,6,Married,Very satisfied,2531,0
Ontario,2,"(43,48]",High school diploma or certificate,Very important,1,Never Married,Not at all satisfied,690,584
Ontario,2,"(43,48]",High school diploma or certificate,Very important,1,Never Married,Not very satisfied,852,784
Ontario,2,"(43,48]",High school diploma or certificate,Very important,1,Never Married,Very satisfied,593,1019
Ontario,2,"(43,48]",High school diploma or certificate,Very important,2,Divorced,Very satisfied,1415,753
Ontario,2,"(43,48]",High school diploma or certificate,Very important,3,Living with a partner,Very satisfied,1635,0
Ontario,2,"(43,48]",High school diploma or certificate,Very important,3,Married,Very satisfied,5681,8866
